asap0_id,name0_shr,item,option1,option2,option3
165,Timor-Leste,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
164,Yemen,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
163,Kenya,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
162,Portugal,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
161,North Korea,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
159,Jamaica,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
158,Latvia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
157,D.R. Congo,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
156,Somalia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
155,Nigeria,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
154,Estonia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
153,Slovenia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
152,Luxembourg,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
151,U.K.,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
150,Burundi,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
149,Mauritius,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
148,Malawi,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
147,Austria,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
146,Saudi Arabia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
145,Russian Fed.,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
143,Dominican R.,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
142,Congo,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
141,South Africa,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
139,Netherlands,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
138,Malaysia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
136,Iceland,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
135,Cameroon,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
133,Lesotho,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
131,Gambia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
130,Serbia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
129,Namibia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
128,Iran,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
127,Belgium,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
125,Sweden,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
124,Albania,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
123,Western Sahara,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
122,Turkmenistan,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
121,Tunisia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
120,Morocco,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
119,New Caledonia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
118,Togo,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
117,Guatemala,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
115,Ukraine,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
114,South Georgia,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
112,Côte d'Ivoire,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
111,Zambia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
109,China/India,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
108,Bolivia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
107,Hungary,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
106,North Macedonia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
105,Algeria,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
104,Qatar,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
102,Lithuania,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
100,Honduras,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
99,Svalbard,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
98,Georgia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
97,Jordan,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
96,Eritrea,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
95,Réunion,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
93,Nicaragua,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
92,Angola,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
91,Uruguay,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
90,Mauritania,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
89,Oman,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
88,South Sudan,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
87,Bulgaria,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
86,Samoa,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
85,Azerbaijan,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
84,U.A.E.,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
82,Senegal,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
80,Niger,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
79,Egypt,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
78,Iraq,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
77,Botswana,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
76,Bahamas,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
75,West Bank,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
74,Tanzania,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
73,Abyei,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
72,Arunachal P.,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
71,French S.A.T.,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
70,Moldova,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
69,Spain,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
68,Haiti,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
67,Afghanistan,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
66,Ghana,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
65,Hong Kong,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
64,Antigua,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
63,Mexico,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
62,China,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
61,Central Africa,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
60,Puerto Rico,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
59,Mali,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
58,Israel,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
57,Venezuela,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
56,French Polynesia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
55,Virgin Islands,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
54,Greece,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
53,Singapore,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
52,El Salvador,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
50,Uzbekistan,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
49,Turkey,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
48,Kuwait,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
47,Kiribati,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
46,Kingman Reef,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
45,Nether. Antilles,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
44,Micronesia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
43,Djibouti,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
42,Mayotte,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
41,Lao People's Democratic Republic,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
40,Malta,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
39,Palau,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
38,Denmark,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
37,Niue,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
36,Isle of Man,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
35,Cuba,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
34,Heard Island,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
33,Mozambique,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
32,Mongolia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
31,Tonga,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
30,Comoros,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
29,Sudan,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
28,Guam,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
27,Tajikistan,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
26,Greenland,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
25,Cyprus,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
24,Grenada,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
23,Finland,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
22,Dominica,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
21,Ilemi triangle,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
19,Canada,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
18,Cayman Islands,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
17,Barbados,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
16,Bahrain,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
15,Cape Verde,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
14,Sao Tome and P.,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
13,Kyrgyzstan,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
12,Belize,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
11,Saint Vincent,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
10,Saint Lucia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
9,Saint Pierre,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
8,Faroe Islands,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
7,Gaza Strip,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
6,Andorra,,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
5,USA,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
4,Croatia,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
3,Guadeloupe,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
2,Belarus,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
1,Chile,Rice,FAO GYF - Rice,FAO GYF - Rice IRRI,FAO GYF - Multiple ASAP
206,Peru,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
203,Brunei,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
193,Guinea,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
192,Colombia,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
184,Trinidad Tobago,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
180,Guinea-Bissau,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
175,Panama,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
170,Solomon Islands,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
169,Suriname,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
168,Sierra Leone,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
160,Liberia,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
144,South Korea,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
140,Sri Lanka,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
137,Taiwan,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
126,Philippines,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
116,Fiji,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
113,Guyana,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
110,French Guiana,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
103,Bhutan,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
94,Gabon,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
83,Ecuador,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
51,Madagascar,Rice,FAO GYF - Multiple ASAP,FAO GYF - Rice IRRI,FAO GYF - Rice
