asap0_id,name0_shr,item,option1,option2,option3
100,Honduras,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
134,Viet Nam,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
111,Zambia,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
160,Liberia,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
192,Colombia,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
141,South Africa,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
117,Guatemala,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
126,Philippines,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
128,Iran,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
129,Namibia,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
133,Lesotho,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
161,North Korea,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
140,Sri Lanka,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
148,Malawi,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
156,Somalia,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
188,Kazakhstan,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
196,Equat. Guinea,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
163,Kenya,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
164,Yemen,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
165,Timor-Leste,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
77,Botswana,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
176,Libya,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
180,Guinea-Bissau,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
92,Angola,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
189,Thailand,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
190,Nepal,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
199,Pakistan,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
33,Mozambique,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
206,Peru,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
212,Chad,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
209,Uganda,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
82,Senegal,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
218,Zimbabwe,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
221,Syria,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
66,Ghana,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
118,Togo,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
155,Nigeria,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
168,Sierra Leone,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
193,Guinea,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
59,Mali,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
195,Benin,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
80,Niger,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
131,Gambia,Wheat,FAO GYF - Multiple WC,FAO GYF - Wheat,FAO GYF - Multiple ASAP
74,Tanzania,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
90,Mauritania,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
210,Eswatini,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
179,Rwanda,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
157,D.R. Congo,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
150,Burundi,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
120,Morocco,Wheat,FAO GYF - Wheat,FAO GYF - Multiple WC,FAO GYF - Multiple ASAP
