asap0_id,name0_shr,item,option1,option2,option3
113,Guyana,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
115,Ukraine,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
124,Albania,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
149,Mauritius,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
125,Sweden,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
127,Belgium,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
137,Taiwan,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
138,Malaysia,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
139,Netherlands,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
143,Dominican R.,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
147,Austria,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
152,Luxembourg,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
153,Slovenia,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
41,Lao People's Democratic Republic,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
159,Jamaica,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
166,Argentina,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
171,Poland,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
174,Slovakia,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
175,Panama,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
181,New Zealand,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
191,Brazil,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
213,Romania,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
197,France,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
198,Germany,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
2,Belarus,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
35,Cuba,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
201,Lebanon,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
112,Côte d'Ivoire,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
207,Czech Republic,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
214,Japan,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
20,Bangladesh,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
50,Uzbekistan,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
67,Afghanistan,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
79,Egypt,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
78,Iraq,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
134,Viet Nam,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
128,Iran,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
140,Sri Lanka,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
188,Kazakhstan,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
163,Kenya,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
176,Libya,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
92,Angola,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
189,Thailand,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
190,Nepal,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
199,Pakistan,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
33,Mozambique,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
209,Uganda,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
221,Syria,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
66,Ghana,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
118,Togo,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
155,Nigeria,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
195,Benin,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
80,Niger,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
131,Gambia,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
74,Tanzania,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
90,Mauritania,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
179,Rwanda,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
120,Morocco,Maize (corn),FAO GYF - Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Multiple ASAP
1,Chile,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
132,Cambodia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
62,China,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
121,Tunisia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
13,Kyrgyzstan,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
5,USA,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
88,South Sudan,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
142,Congo,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
27,Tajikistan,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
26,Greenland,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
187,Ma'tan al-Sarra,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
173,Norway,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
12,Belize,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
6,Andorra,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
44,Micronesia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
32,Mongolia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
9,Saint Pierre,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
10,Saint Lucia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
11,Saint Vincent,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
14,Sao Tome and P.,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
3,Guadeloupe,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
16,Bahrain,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
17,Barbados,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
21,Ilemi triangle,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
18,Cayman Islands,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
23,Finland,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
25,Cyprus,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
24,Grenada,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
28,Guam,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
31,Tonga,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
34,Heard Island,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
36,Isle of Man,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
105,Algeria,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
39,Palau,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
40,Malta,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
42,Mayotte,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
46,Kingman Reef,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
47,Kiribati,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
56,French Polynesia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
65,Hong Kong,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
53,Singapore,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
54,Greece,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
55,Virgin Islands,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
167,Ireland,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
58,Israel,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
60,Puerto Rico,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
130,Serbia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
71,French S.A.T.,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
64,Antigua,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
72,Arunachal P.,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
73,Abyei,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
75,West Bank,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
86,Samoa,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
89,Oman,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
97,Jordan,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
204,Aksai Chin,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
95,Réunion,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
99,Svalbard,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
69,Spain,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
108,Bolivia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
107,Hungary,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
109,China/India,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
203,Brunei,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
114,South Georgia,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
178,Paraguay,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
116,Fiji,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
123,Western Sahara,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
119,New Caledonia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
154,Estonia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
136,Iceland,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
30,Comoros,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
144,South Korea,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
146,Saudi Arabia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
162,Portugal,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
151,U.K.,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
158,Latvia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
177,Martinique,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
205,Falkland,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
169,Suriname,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
45,Nether. Antilles,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
170,Solomon Islands,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
172,Italy,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
182,Costa Rica,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
186,Jammu-Kashmir,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
37,Niue,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
200,Papua New Guinea,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
4,Croatia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
219,Burkina Faso,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
215,Kuril islands,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
216,Switzerland,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
220,Armenia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
7,Gaza Strip,,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
8,Faroe Islands,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
43,Djibouti,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
51,Madagascar,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
81,Myanmar,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
122,Turkmenistan,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
111,Zambia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
160,Liberia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
141,South Africa,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
129,Namibia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
161,North Korea,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
148,Malawi,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
156,Somalia,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
196,Equat. Guinea,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
164,Yemen,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
77,Botswana,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
212,Chad,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
82,Senegal,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
218,Zimbabwe,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
59,Mali,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
150,Burundi,Maize (corn),FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn),FAO GYF - Multiple ASAP
61,Central Africa,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
48,Kuwait,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
15,Cape Verde,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
22,Dominica,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
57,Venezuela,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
184,Trinidad Tobago,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
103,Bhutan,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
110,French Guiana,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
94,Gabon,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
194,Montenegro,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
202,Bosnia Herzeg.,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
211,Vanuatu,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
52,El Salvador,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
68,Haiti,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
83,Ecuador,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
93,Nicaragua,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
100,Honduras,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
192,Colombia,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
117,Guatemala,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
126,Philippines,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
133,Lesotho,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
165,Timor-Leste,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
180,Guinea-Bissau,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
206,Peru,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
168,Sierra Leone,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
193,Guinea,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
210,Eswatini,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
157,D.R. Congo,Maize (corn),FAO GYF - Multiple ASAP,FAO GYF - Maize (corn) WC,FAO GYF - Maize (corn)
